,0
321,0.9100790513833992
322,0.0037313432835820895
323,0.8431603773584906
324,0.6783349101229896
325,0.8643714136671883
326,0.9110070257611241
327,0.9334894613583138
328,0.925615763546798
329,0.8952528379772962
330,0.8907514450867052
331,0.886892880904857
332,0.0035714285714285713
333,0.6862464183381088
334,0.8800315706393055
335,0.8553421368547419
336,0.880506329113924
337,0.9152153987167736
338,0.9462412587412588
339,0.8903462749213011
340,0.9039715471250741
341,0.7675628794449263
342,0.003205128205128205
343,0.8482072755823084
344,0.8423316523286859
345,0.9154571843251088
346,0.9092553191489362
347,0.9319691735317566
348,0.9300580270793036
349,0.9313381595641466
350,0.9048759395995477
351,0.9238271900430828
352,0.9233278054173577
353,0.9499843538124544
354,0.9689571150097466
355,0.9609781477627471
356,0.955491189958967
357,0.9575291442944904
358,0.9593725417611402
359,0.931293739360696
360,0.9564404305783616
361,0.9535134649103089
362,0.9510429778816759
363,0.9482694627447341
364,0.9393982945290792
365,0.9522829904666332
366,0.9742920599666852
367,0.9700361224610647
368,0.9638391998461242
369,0.9578767123287671
370,0.9441774787762294
371,0.9588887758217157
372,0.9438596491228071
373,0.9516834280717097
374,0.9198266522210184
375,0.0011248593925759281
376,0.4601226993865031
377,0.756372835181942
378,0.9095094459438006
379,0.836949198221264
380,0.8268598563253379
381,0.9542761208769505
382,0.9595817590721377
383,0.9679373283799063
384,0.9542478797797946
385,0.9582997582594682
386,0.9587117005291697
387,0.9632660710938964
388,0.9498920086393089
389,0.9222390493942219
390,0.946912671911257
391,0.9559881264984588
392,0.9437588052972669
393,0.9563079357901877
394,0.9600299487415769
395,0.960163613729326
396,0.9394418434972943
397,0.9657486101348329
398,0.9730730393806799
399,0.9597529812606473
400,0.9460350651439601
401,0.9238505747126436
402,0.966438781852082
403,0.9571242256276492
404,0.8889233633260937
405,0.6142198815009875
406,0.8390309555854644
407,0.9152713334678233
408,0.8908867373597664
409,0.9037996127783156
410,0.8792749658002736
411,0.9432199832073888
412,0.8957442673921493
413,0.9478881501759875
414,0.9557962529274004
415,0.9523595908846223
416,0.9601668227083155
417,0.9742218325295923
418,0.9552852348993288
419,0.9514785315389545
420,0.862380556709597
421,0.9230519128644197
422,0.8581661891117478
423,0.9019898043085018
424,0.9111977971546581
425,0.8818181818181818
426,0.5185918997373635
427,0.6242111059341776
428,0.34694628403237676
429,0.7185351777985233
430,0.7938246658867737
431,0.8496955859969558
432,0.8797128259337562
433,0.8679973386560212
434,0.8617882785106028
